,user_id,user_name,tweet_time,location,text,sentiment
0,802657195661742080,Christine Warren,Wed Sep 12 01:38:14 +0000 2018,Fremont CA,2 american lives were just lost in tennessee potus please end the suffering backfiretrump,0
1,1039245812230893570,Trumpservative,Wed Sep 12 01:38:16 +0000 2018,Tulsa OK,realfarmacist realdonaldtrump tuckercarlson our great leader president donald j trump can hold his breath for,1
2,282084840,Darrel Sheldon #MAGAVETERAN,Wed Sep 12 01:38:18 +0000 2018,None,rightgottweets rev out the trumptrain for bluemilwaukee libsrnutz mobofa josueda54362271 tanyakv boshellsandi,0
3,62315639,Queer Liberal Voting Snowflake,Wed Sep 12 01:38:18 +0000 2018,Big Sandy Texas,tennessee is suffering after shooting takes 2 lives potus stop the bloodshed backfiretrump,0
4,823307049266245633,don jones #veteran (K),Wed Sep 12 01:38:19 +0000 2018,United States,sassytjoy bcmsolt fightinirish109 dybarb wolfiev3 kevinhu63682270 cns15141 dogsbcool punkin682 hirscha8720 mrsgoodoz maga,-1
5,340428574,DelcoGal,Wed Sep 12 01:38:21 +0000 2018,Pennsylvania,loudobbs redwaverising sidneypowell1 this years midterm is the most important in the history of our country we dont just need,1
6,1603928228,Julz,Wed Sep 12 01:38:22 +0000 2018,MIAATLPGH,2 lives were just lost in tennessee potus its time to do something backfiretrump,0
7,1865678516,Barbara Kuczinski,Wed Sep 12 01:38:22 +0000 2018,None,mollympengra realjameswoods obama mollympengra oh hon cnn reports the truth as fast as they can dream it up potus maga,1
8,59288409,Josh Steed PhD,Wed Sep 12 01:38:25 +0000 2018,Arkansas ,jillibean557 msm is repulsive they do nothing but lie and undermine presidenttrump,0
9,325172419,Mrs. Linz,Wed Sep 12 01:38:25 +0000 2018,BC Canada,jc61384960 loricoutler amymek muslims coming illegally across the southern border maga kag buildthatwall votered buildthedamn,2
10,2283127514,Garrett ODowd,Wed Sep 12 01:38:26 +0000 2018,Melbourne Victoria,sirstevotimothy when you find out donald trump isnt coming to ireland see us live in newry this saturday,1
11,17419972,AlanaP98,Wed Sep 12 01:38:26 +0000 2018,Texas,2 were just killed in tennessee potus its your job to take action backfiretrump,2
12,961845634889236482,Mahgdalen Rose,Wed Sep 12 01:38:28 +0000 2018,None,captainmaga did you know until presidenttrump took charge we were doing obamacare not just here but for those palestinians wh,0
13,2678120572,Steven Christopher I,Wed Sep 12 01:38:30 +0000 2018,Rotterdam NY,cheri4trump realdonaldtrump our commander in chief potus trump gave an outstanding inspiring speech at the flight 93 memorial sit,1
14,21328716, Lisa Resists ,Wed Sep 12 01:38:30 +0000 2018,None,shooting in tennessee just took 2 potus please do something backfiretrump,0
15,632186707,Patricia Torney,Wed Sep 12 01:38:32 +0000 2018,None,beehapp60295075 stella91764 wterrence actually it is we have just become a lawless nation nobody is responsible starting,1
16,708480956957646848,Dana,Wed Sep 12 01:38:36 +0000 2018,Patriots Way USA,proudofamerica1 trump is my president get here presidenttrump,0
17,125361184,AZCowgirl,Wed Sep 12 01:38:47 +0000 2018,None,realdonaldtrump when you have to get your info from tucker foxnews you have no clue how to be potus tfa september11th,0
18,2409177088,PantherElvis,Wed Sep 12 01:38:48 +0000 2018,NC,also with maxine waters inciting folks to attact anyone who supports or works with potus it adds a whole new le,1
19,912292486000795648,God Country Family,Wed Sep 12 01:38:49 +0000 2018,Texas USA,potusschedule tuesday 11 september 2018 1715 no additional potus travel outside the whitehouse secure area expected today or to,1
20,360343192,Daisy's can opener,Wed Sep 12 01:38:57 +0000 2018,New York,mightybusterbro 911 is also the benghazi attack anniversary in recent speeches obama says its a republican conspiracy theory that,0
21,751291181586190336,Marco Del Chiaro,Wed Sep 12 01:38:59 +0000 2018,Santa Barbara CA,remember realdonaldtrump campaigning amp telling everyone that on september11th he went to groundzero amphelped dig,0
22,952981731900116992,vic ,Wed Sep 12 01:38:59 +0000 2018,None,fboloud ryanmauro secnielsen please tell me what locations i can cross off radical islam training camps in usa fboloud tcot ma,-1
23,830136290742001666,V Torcia,Wed Sep 12 01:39:03 +0000 2018,None,brianpaulstuart realdonaldtrump youre not only a loser youre several clowns short of a circus donaldtrump 25thamendment,0
24,715349560491520000,James DeLong,Wed Sep 12 01:39:08 +0000 2018,Houston Texas USA,mallen5904 samhassentn razorsmack1 chrisbragdon launasallai sweetmaga45 maggieb1b lesdeplorable,-1
25,1942789135,Haifisch Von Eisenhardt,Wed Sep 12 01:39:09 +0000 2018,United States,shitface scared greedy smelly evil stupid moron if they give him a presidential library ill blow it up,2
26,21593725,Sallee #chercrew ,Wed Sep 12 01:39:12 +0000 2018,South Pasadena CA,realdonaldtrump i call bullshit your biggest concern is you lack of popularity youre so insecure still talki,2
27,810822426783318016,Kim White,Wed Sep 12 01:39:15 +0000 2018,United States,gerfingerpoken barack hussein obama leader of the deep state coup american thinker kag maga pjnet,0
28,63761348,Made In USA ,Wed Sep 12 01:39:16 +0000 2018,None,brush1776 hard to believe potus isnt followed by anyone i know hmmm jack qanon,2
29,2992849735,Kathryn Moore,Wed Sep 12 01:39:20 +0000 2018,None,lvnancy the question of the day for libtards did trump brag that his was the tallest building after wtc fell heres your answer,0
30,526601851,MAGA-KAGLMRod49,Wed Sep 12 01:39:25 +0000 2018,Northern NJ,loudobbs tonights quoteoftheday is from president realdonaldtrump maga trumptrain dobbs,0
31,932074339624562689,Pam karr,Wed Sep 12 01:39:27 +0000 2018,SanAntonioTx,alltooclear blackwidow hrcs victims are endless for the love of all humanity lockherup qanon potus,1
32,3364848593,Anita,Wed Sep 12 01:39:28 +0000 2018,None,odesignzz unbelievable sorry but the real potus is realdonaldtrump and will continue to be our potus in 2020 maga2020 maga nev,2
33,1009970220679729152,Sean P. McCullough,Wed Sep 12 01:39:32 +0000 2018,Kentucky USA,mikebwonder well barack obama doesnt think realdonaldtrump can get anything done as potus and now michelle obama thinks white women,0
34,714995227648503808,Chattycathy,Wed Sep 12 01:39:34 +0000 2018,None,loudobbs draintheswamp mattgaetz only transparency can expose the extent of the corruption and the cabal we cant show the amer,0
35,779262744944119809,End Liberal White Guilt,Wed Sep 12 01:39:35 +0000 2018,Washington DC,if i was donaldtrump maybe he should investigate this case,0
36,65090629,Donna Alalem,Wed Sep 12 01:39:38 +0000 2018,Hawaii,geminichris1972 tennessee is suffering after shooting takes 2 lives potus stop the bloodshed backfiretrump,0
37,2263754155,rh,Wed Sep 12 01:39:41 +0000 2018,Arizona USA,2bfreegirl potus realdonaldtrump u makeamericagreatagain now we need to takeamericabackagain,0
38,952412016647507969,Toni Eckley,Wed Sep 12 01:39:50 +0000 2018,United States,lauramcf76 supreme court sides with presidenttrump no sharia or islam in schools america is winning,1
39,912096314199908353,Andre,Wed Sep 12 01:39:50 +0000 2018,Manaus Brasil,deepstateexpose the speech that made trump president makeamericagreatagain,0
40,18083420,Laura McGinnis,Wed Sep 12 01:39:55 +0000 2018,Texas,bamastephen many people are saying potus trump fistpump upon arrival in shanksvillepa for 911memorial was inappropriate too cele,1
41,96442308, Daniel John Sobieski ,Wed Sep 12 01:40:05 +0000 2018,People's Republic of Chicago,mccabe and mr mueller unindicted coconspirators in deep state coup american thinker,0
42,2188423838, Daniel John Sobieski ,Wed Sep 12 01:40:06 +0000 2018,People's Republic of Chicago,barack hussein obama leader of the deep state coup american thinker maga pjnet,0
43,2360844235,Ann Softly Agitating..,Wed Sep 12 01:40:09 +0000 2018,Citizen of nowhere,krassenstein it is confirmed every time he opens his mouth and every time he doesnt donaldtrump,1
44,889721408170770432,rob,Wed Sep 12 01:40:09 +0000 2018,California USA,brianpaulstuart do i look like a guy who needs hookers donaldtrump cc realdonaldtrump,0
45,1003725542112325633,MozziesMom,Wed Sep 12 01:40:17 +0000 2018,United States of America,pinkk9lover crazy a maxienewaters now wants to impeach vp she either figured out who would be potus if presidenttrump was actu,2
46,26336811,Joan Marlow Cullen,Wed Sep 12 01:40:17 +0000 2018,Souderton Pennsylvania,michaeljohns potus exceptional speech in shanksville at this memorial on this sacred earth in the field beyond this wall and,1
