,user_id,user_name,tweet_time,location,text,sentiment
0,2334231240,Debbi Matteucci,Tue Aug 28 19:56:09 +0000 2018,San Francisco CA,@LindseyGrahamSC please dont loose the @SenJohnMcCain influence,negative
1,2593882602,Robert Nash,Tue Aug 28 19:56:10 +0000 2018,Maricopa AZ,RT @selbalp: Agree! He was deserving of a Purple Heart but not worthy of the title military hero which is defined as a person who is a,positive
2,999805424105803777,Dennis@millerd6,Tue Aug 28 19:56:10 +0000 2018,Ramona CA,It easy McCain didnt want @POTUS there. What would want him to do?#libtards,positive
3,759123137321693184,Crooked (Crypto) Pictures,Tue Aug 28 19:56:11 +0000 2018,None,@Scifiscreen @patmcollis @Channel4News @realDonaldTrump @SenJohnMcCain Shhh you'll burst her bubble lol I'm sure sh https://t.co/9MZ3GVqRTt,positive
4,43105114,Sandy {}{Q},Tue Aug 28 19:56:12 +0000 2018,Louisiana,RT @AnnaApp91838450: It Would Say He's Respecting McCain's WishesHe Told The World He DIDN'T Want Trump At His Funeral! You Dam Democrats,neutral
5,968025172438634496,Spydercat,Tue Aug 28 19:56:13 +0000 2018,Nancy Pelosi's Fabulous San Franshithole USA.,RT @Jali_Cat: Sometimes we get it right sometimes we dont. #JohnMcCain got it wrong in death. He could have brought pple together exten,negative
6,2766239923,pierce d'art,Tue Aug 28 19:56:14 +0000 2018,out 'n about,RT @Jali_Cat: @HuffPost 2008: #JohnMcCain is mentally unfit to be president. @HuffPost 2012: #JohnMcCain is a racist and a woman hater. @,negative
7,1022622446665588737,@nc0615  MAGA SUPER ELITE,Tue Aug 28 19:56:15 +0000 2018,Austin AR,RT @P_J_Kopp: @DrEtiquette @RedPillBlackMan I thought @SenJohnMcCain specifically did NOT want President @realDonaldTrump to attend? Isn't,neutral
8,3098633816,Robert M. Goldstein - American,Tue Aug 28 19:56:15 +0000 2018,San Francisco,RT @joncoopertweets: The best way to honor @SenJohnMcCains legacy and apparently his final wish would be for his wife Cindy to be name,positive
9,1218485030,Christopher Raiola,Tue Aug 28 19:56:15 +0000 2018,NJ USA,That hes not a phony like you Ms Brazile !!,irrelevant
10,119740907, American Patriot  Q ,Tue Aug 28 19:56:15 +0000 2018,None,RT @IdyllicLiving: @donnabrazile #JohnMcCain asked him not to attend remember? If he attended youd be criticizing him for going against,neutral
11,823688779147968512,Charlene Wooden,Tue Aug 28 19:56:15 +0000 2018,Massachusetts USA,RT @nicolenavega: WATCH: Powerful words @esglaude The grief in the country around @SenJohnMcCain's death stands as a proxy of what we w,negative
12,761566897955418112,JonAntono ,Tue Aug 28 19:56:15 +0000 2018,Sdost-Wisconsin USA,RT @TaggartRehnn: MB u should water it once in a while. https://t.co/7GjfkwSkYg,irrelevant
13,574040527,Barbara Castro,Tue Aug 28 19:56:16 +0000 2018,None,RT @wvjoe911: Cry me a river @LindseyGrahamSC of those crocodile tears. Your pretend sniffles and wavering voice while talking about @SenJ,irrelevant
14,860832549337272321,Mary Jean Pompeo,Tue Aug 28 19:56:18 +0000 2018,None,RT @TRafaelCimino: @LindseyGrahamSC @SenJohnMcCain The best way you can honor your friend is to stand up to @POTUS as he did. Show some g,positive
15,4750192146,great grandma#FBR ,Tue Aug 28 19:56:18 +0000 2018,BurlingtonOregon ,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re,positive
16,846120601299255297,CindyjintheOC,Tue Aug 28 19:56:19 +0000 2018,Tustin CA,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp,negative
17,824151785770196993,Elda Bruciaga,Tue Aug 28 19:56:19 +0000 2018,None,RT @mitchellreports: Under pressure from American Legion Trump orders flag lowered at White House and other govt buildings until @SenJohnMc,negative
18,27653517,A human in Phoenix - #Resist,Tue Aug 28 19:56:19 +0000 2018,Phoenix AZ,RT @d1Vinman: Now cancelling the super bowl visit because the Eagles weren't gonna come anyway just as the Warriors didn't wanna come so h,positive
19,464771557,Ana Ryan,Tue Aug 28 19:56:19 +0000 2018,None,@MichaelN1969 @NotThatTherese @christinawilkie @SenJohnMcCain Maybe now we dont think it was a big deal. But it wa https://t.co/VliqNkw4FT,neutral
20,931034636289036288,dapennetti  #MAGAveteran,Tue Aug 28 19:56:20 +0000 2018,United States,RT @IdyllicLiving: @donnabrazile #JohnMcCain asked him not to attend remember? If he attended youd be criticizing him for going against,neutral
21,91025286,K Dub-ya,Tue Aug 28 19:56:21 +0000 2018,USA!! USA!!,RT @MichaelSteele: Kelli Ward really?! How utterly stupid do you have to be to believe that @SenJohnMcCain ended medical treatment to sp,negative
22,2774593987,jenhen,Tue Aug 28 19:56:21 +0000 2018,White Rock British Columbia,RT @USMCLiberal: At Reagans funeral Thatcher sat next to Gorbachevand at #JohnMcCains funeral Obama will give a eulogy. That is how r,neutral
23,763468725370560513,MacKnowledge,Tue Aug 28 19:56:22 +0000 2018,USA,RT @TomTugendhat: Ive written to @jensstoltenberg calling for the new @NATO headquarters to be named after @SenJohnMcCain. Few have given,negative
24,857991937,Joy Wilder,Tue Aug 28 19:56:22 +0000 2018,None,RT @AndrewFeinberg: Wow. Just...wow. https://t.co/YAJ0B9XE0x,positive
25,71584155,Monica Alba,Tue Aug 28 19:56:23 +0000 2018,Washington DC,RT @frankthorp: The desk of @SenJohnMcCain in the Senate chamber draped in a black cloth with a vase of white flowers --&gt; https://t.co/13zK,negative
26,2766972108,Ellen Mercier,Tue Aug 28 19:56:24 +0000 2018,Connecticut USA,RT @DearAuntCrabby: Very lovely tribute to @SenJohnMcCain by @LindseyGrahamSC. Do you REALLY want to honor your friend John? Denounce @re,positive
27,948971016633626624,Growler45,Tue Aug 28 19:56:24 +0000 2018,None,RT @DutyOfAPatriot: McCain publicly asked that he not attend. POTUS is respecting a dying mans last request. Its about McCain &amp; family no,neutral
